"district","party","votes","votes_pct","region","poll_agg","pop_sup","poll_diff_pct","poll_result"
"Morden-Winkler","MLP",254,3.63428244384032,"MB",NA,NA,NA,NA
"Morden-Winkler","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Morden-Winkler","NDP(MB)",1600,22.8931177564745,"MB",51.0977894810439,45.63,11.982882930186,25.6363732563024
"Morden-Winkler","PC(MB)",5135,73.4725997996852,"MB",36.1729450596428,41.86,-13.5858933118901,63.490690777428
"Notre Dame","CPC_M",82,1.61735700197239,"MB",NA,NA,NA,NA
"Notre Dame","MBG",105,2.07100591715976,"MB",3.13081611934468,6.4,-51.0809981352393,1.01311542323469
"Notre Dame","Ind",NA,NA,"MB",NA,NA,NA,NA
"Notre Dame","KP",NA,NA,"MB",NA,NA,NA,NA
"Notre Dame","MLP",319,6.29191321499014,"MB",NA,NA,NA,NA
"Notre Dame","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Notre Dame","NDP(MB)",3832,75.5818540433925,"MB",51.0977894810439,45.63,11.982882930186,84.6387391298763
"Notre Dame","PC(MB)",732,14.4378698224852,"MB",36.1729450596428,41.86,-13.5858933118901,12.4763562318928
"Point Douglas","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Point Douglas","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Point Douglas","Ind",NA,NA,"MB",NA,NA,NA,NA
"Point Douglas","KP",NA,NA,"MB",NA,NA,NA,NA
"Point Douglas","MLP",484,10.5377748748095,"MB",NA,NA,NA,NA
"Point Douglas","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Point Douglas","NDP(MB)",3367,73.3072066187677,"MB",51.0977894810439,45.63,11.982882930186,82.0915233672842
"Point Douglas","PC(MB)",742,16.1550185064228,"MB",36.1729450596428,41.86,-13.5858933118901,13.9602149276241
"Portage la Prairie/Portage-la-Prairie","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Portage la Prairie/Portage-la-Prairie","MBG",367,5.73258356763511,"MB",3.13081611934468,6.4,-51.0809981352393,2.80432266235039
"Portage la Prairie/Portage-la-Prairie","Ind",NA,NA,"MB",NA,NA,NA,NA
"Portage la Prairie/Portage-la-Prairie","KP",NA,NA,"MB",NA,NA,NA,NA
"Portage la Prairie/Portage-la-Prairie","MLP",301,4.70165573258357,"MB",NA,NA,NA,NA
"Portage la Prairie/Portage-la-Prairie","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Portage la Prairie/Portage-la-Prairie","NDP(MB)",1918,29.9593876913465,"MB",51.0977894810439,45.63,11.982882930186,33.5493860450011
"Portage la Prairie/Portage-la-Prairie","PC(MB)",3816,59.6063730084349,"MB",36.1729450596428,41.86,-13.5858933118901,51.5083147644216
"Radisson","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Radisson","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Radisson","Ind",NA,NA,"MB",NA,NA,NA,NA
"Radisson","KP",NA,NA,"MB",NA,NA,NA,NA
"Radisson","MLP",621,5.45598313125988,"MB",NA,NA,NA,NA
"Radisson","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Radisson","NDP(MB)",5954,52.3106659638025,"MB",51.0977894810439,45.63,11.982882930186,58.5789918262456
"Radisson","PC(MB)",4807,42.2333509049376,"MB",36.1729450596428,41.86,-13.5858933118901,36.4955729089566
"Red River North/Rivière-Rouge-Nord","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Red River North/Rivière-Rouge-Nord","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Red River North/Rivière-Rouge-Nord","Ind",NA,NA,"MB",NA,NA,NA,NA
"Red River North/Rivière-Rouge-Nord","KP",NA,NA,"MB",NA,NA,NA,NA
"Red River North/Rivière-Rouge-Nord","MLP",NA,NA,"MB",NA,NA,NA,NA
"Red River North/Rivière-Rouge-Nord","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Red River North/Rivière-Rouge-Nord","NDP(MB)",3893,39.6476219574295,"MB",51.0977894810439,45.63,11.982882930186,44.398550081191
"Red River North/Rivière-Rouge-Nord","PC(MB)",5926,60.3523780425705,"MB",36.1729450596428,41.86,-13.5858933118901,52.1529683505183
"Riding Mountain/Mont-Riding","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Riding Mountain/Mont-Riding","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Riding Mountain/Mont-Riding","Ind",NA,NA,"MB",NA,NA,NA,NA
"Riding Mountain/Mont-Riding","KP",NA,NA,"MB",NA,NA,NA,NA
"Riding Mountain/Mont-Riding","MLP",417,4.65609647163912,"MB",NA,NA,NA,NA
"Riding Mountain/Mont-Riding","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Riding Mountain/Mont-Riding","NDP(MB)",2895,32.3246985261277,"MB",51.0977894810439,45.63,11.982882930186,36.1981293080492
"Riding Mountain/Mont-Riding","PC(MB)",5644,63.0192050022331,"MB",36.1729450596428,41.86,-13.5858933118901,54.4574830446284
"Riel","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Riel","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Riel","Ind",NA,NA,"MB",NA,NA,NA,NA
"Riel","KP",NA,NA,"MB",NA,NA,NA,NA
"Riel","MLP",834,7.39886444286728,"MB",NA,NA,NA,NA
"Riel","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Riel","NDP(MB)",6160,54.6486870120653,"MB",51.0977894810439,45.63,11.982882930186,61.1971751996048
"Riel","PC(MB)",4278,37.9524485450674,"MB",36.1729450596428,41.86,-13.5858933118901,32.7962693764846
"River Heights","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"River Heights","MBG",158,1.38402242466713,"MB",3.13081611934468,6.4,-51.0809981352393,0.677049955731621
"River Heights","Ind",NA,NA,"MB",NA,NA,NA,NA
"River Heights","KP",NA,NA,"MB",NA,NA,NA,NA
"River Heights","MLP",4404,38.5774351786966,"MB",NA,NA,NA,NA
"River Heights","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"River Heights","NDP(MB)",5047,44.2098808689558,"MB",51.0977894810439,45.63,11.982882930186,49.5074991370575
"River Heights","PC(MB)",1807,15.8286615276804,"MB",36.1729450596428,41.86,-13.5858933118901,13.6781964598296
"Roblin","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Roblin","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Roblin","Ind",NA,NA,"MB",NA,NA,NA,NA
"Roblin","KP",NA,NA,"MB",NA,NA,NA,NA
"Roblin","MLP",1189,9.71008574928542,"MB",NA,NA,NA,NA
"Roblin","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Roblin","NDP(MB)",4968,40.5716619028175,"MB",51.0977894810439,45.63,11.982882930186,45.433316651463
"Roblin","PC(MB)",6088,49.7182523478971,"MB",36.1729450596428,41.86,-13.5858933118901,42.9635836273755
"Rossmere","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Rossmere","MBG",181,1.88856427378965,"MB",3.13081611934468,6.4,-51.0809981352393,0.923866792312363
"Rossmere","Ind",NA,NA,"MB",NA,NA,NA,NA
"Rossmere","KP",NA,NA,"MB",NA,NA,NA,NA
"Rossmere","MLP",478,4.98747913188648,"MB",NA,NA,NA,NA
"Rossmere","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Rossmere","NDP(MB)",4863,50.7408180300501,"MB",51.0977894810439,45.63,11.982882930186,56.8210308524097
"Rossmere","PC(MB)",4062,42.3831385642738,"MB",36.1729450596428,41.86,-13.5858933118901,36.625010576701
"Seine River/Rivière-Seine","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Seine River/Rivière-Seine","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Seine River/Rivière-Seine","Ind",131,1.26790553619822,"MB",NA,NA,NA,NA
"Seine River/Rivière-Seine","KP",NA,NA,"MB",NA,NA,NA,NA
"Seine River/Rivière-Seine","MLP",846,8.18815331010453,"MB",NA,NA,NA,NA
"Seine River/Rivière-Seine","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Seine River/Rivière-Seine","NDP(MB)",5381,52.0809136662795,"MB",51.0977894810439,45.63,11.982882930186,58.321708579881
"Seine River/Rivière-Seine","PC(MB)",3974,38.4630274874177,"MB",36.1729450596428,41.86,-13.5858933118901,33.2374816084542
"Selkirk","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Selkirk","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Selkirk","Ind",NA,NA,"MB",NA,NA,NA,NA
"Selkirk","KP",NA,NA,"MB",NA,NA,NA,NA
"Selkirk","MLP",NA,NA,"MB",NA,NA,NA,NA
"Selkirk","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Selkirk","NDP(MB)",4493,47.5148054145516,"MB",51.0977894810439,45.63,11.982882930186,53.208448921883
"Selkirk","PC(MB)",4963,52.4851945854484,"MB",36.1729450596428,41.86,-13.5858933118901,45.3546120445314
"Southdale","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Southdale","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Southdale","Ind",135,1.17524157743536,"MB",NA,NA,NA,NA
"Southdale","KP",NA,NA,"MB",NA,NA,NA,NA
"Southdale","MLP",1861,16.2009227822756,"MB",NA,NA,NA,NA
"Southdale","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Southdale","NDP(MB)",5569,48.4808914425002,"MB",51.0977894810439,45.63,11.982882930186,54.2902999075656
"Southdale","PC(MB)",3922,34.1429441977888,"MB",36.1729450596428,41.86,-13.5858933118901,29.504320225539
"Springfield-Ritchot","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Springfield-Ritchot","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Springfield-Ritchot","Ind",NA,NA,"MB",NA,NA,NA,NA
"Springfield-Ritchot","KP",NA,NA,"MB",NA,NA,NA,NA
"Springfield-Ritchot","MLP",900,8.58860578299456,"MB",NA,NA,NA,NA
"Springfield-Ritchot","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Springfield-Ritchot","NDP(MB)",3827,36.5206603683558,"MB",51.0977894810439,45.63,11.982882930186,40.8968883456267
"Springfield-Ritchot","PC(MB)",5752,54.8907338486497,"MB",36.1729450596428,41.86,-13.5858933118901,47.4333373098586
"Spruce Woods","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Spruce Woods","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Spruce Woods","Ind",NA,NA,"MB",NA,NA,NA,NA
"Spruce Woods","KP",NA,NA,"MB",NA,NA,NA,NA
"Spruce Woods","MLP",1145,14.1936283624644,"MB",NA,NA,NA,NA
"Spruce Woods","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Spruce Woods","NDP(MB)",1936,23.9990083054419,"MB",51.0977894810439,45.63,11.982882930186,26.8747813750886
"Spruce Woods","PC(MB)",4986,61.8073633320937,"MB",36.1729450596428,41.86,-13.5858933118901,53.4102808909032
"St. Boniface/Saint-Boniface","CPC_M",73,0.69776333397056,"MB",NA,NA,NA,NA
"St. Boniface/Saint-Boniface","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"St. Boniface/Saint-Boniface","Ind",NA,NA,"MB",NA,NA,NA,NA
"St. Boniface/Saint-Boniface","KP",NA,NA,"MB",NA,NA,NA,NA
"St. Boniface/Saint-Boniface","MLP",3413,32.6228254635825,"MB",NA,NA,NA,NA
"St. Boniface/Saint-Boniface","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"St. Boniface/Saint-Boniface","NDP(MB)",5585,53.3836742496655,"MB",51.0977894810439,45.63,11.982882930186,59.7805774388347
"St. Boniface/Saint-Boniface","PC(MB)",1391,13.2957369527815,"MB",36.1729450596428,41.86,-13.5858933118901,11.489392315347
"St. James","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"St. James","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"St. James","Ind",NA,NA,"MB",NA,NA,NA,NA
"St. James","KP",NA,NA,"MB",NA,NA,NA,NA
"St. James","MLP",631,7.50743604997026,"MB",NA,NA,NA,NA
"St. James","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"St. James","NDP(MB)",5448,64.8185603807258,"MB",51.0977894810439,45.63,11.982882930186,72.58569258818
"St. James","PC(MB)",2326,27.674003569304,"MB",36.1729450596428,41.86,-13.5858933118901,23.9142429692497
"St. Johns","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"St. Johns","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"St. Johns","Ind",1117,15.9230220955096,"MB",NA,NA,NA,NA
"St. Johns","KP",NA,NA,"MB",NA,NA,NA,NA
"St. Johns","MLP",535,7.62651461154668,"MB",NA,NA,NA,NA
"St. Johns","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"St. Johns","NDP(MB)",4262,60.7555238774056,"MB",51.0977894810439,45.63,11.982882930186,68.0357871772563
"St. Johns","PC(MB)",1101,15.6949394155381,"MB",36.1729450596428,41.86,-13.5858933118901,13.5626416911773
"St. Vital/Saint-Vital","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"St. Vital/Saint-Vital","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"St. Vital/Saint-Vital","Ind",NA,NA,"MB",NA,NA,NA,NA
"St. Vital/Saint-Vital","KP",NA,NA,"MB",NA,NA,NA,NA
"St. Vital/Saint-Vital","MLP",823,9.51665124884366,"MB",NA,NA,NA,NA
"St. Vital/Saint-Vital","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"St. Vital/Saint-Vital","NDP(MB)",5288,61.1470860314524,"MB",51.0977894810439,45.63,11.982882930186,68.4742697658214
"St. Vital/Saint-Vital","PC(MB)",2537,29.336262719704,"MB",36.1729450596428,41.86,-13.5858933118901,25.3506693649092
"Steinbach","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Steinbach","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Steinbach","Ind",NA,NA,"MB",NA,NA,NA,NA
"Steinbach","KP",NA,NA,"MB",NA,NA,NA,NA
"Steinbach","MLP",801,10.1520912547529,"MB",NA,NA,NA,NA
"Steinbach","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Steinbach","NDP(MB)",1221,15.4752851711027,"MB",51.0977894810439,45.63,11.982882930186,17.3296704762683
"Steinbach","PC(MB)",5868,74.3726235741445,"MB",36.1729450596428,41.86,-13.5858933118901,64.2684382821076
"Swan River","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Swan River","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Swan River","Ind",NA,NA,"MB",NA,NA,NA,NA
"Swan River","KP",397,5.20246363517232,"MB",NA,NA,NA,NA
"Swan River","MLP",NA,NA,"MB",NA,NA,NA,NA
"Swan River","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Swan River","NDP(MB)",2433,31.8831083737387,"MB",51.0977894810439,45.63,11.982882930186,35.7036239246681
"Swan River","PC(MB)",4801,62.914427991089,"MB",36.1729450596428,41.86,-13.5858933118901,54.3669409264337
"The Maples","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"The Maples","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"The Maples","Ind",NA,NA,"MB",NA,NA,NA,NA
"The Maples","KP",NA,NA,"MB",NA,NA,NA,NA
"The Maples","MLP",1472,21.1585453500072,"MB",NA,NA,NA,NA
"The Maples","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"The Maples","NDP(MB)",3905,56.1305160270231,"MB",51.0977894810439,45.63,11.982882930186,62.8565700506506
"The Maples","PC(MB)",1580,22.7109386229697,"MB",36.1729450596428,41.86,-13.5858933118901,19.6254547315242
"The Pas-Kameesak/Le Pas-Kameesak","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"The Pas-Kameesak/Le Pas-Kameesak","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"The Pas-Kameesak/Le Pas-Kameesak","Ind",NA,NA,"MB",NA,NA,NA,NA
"The Pas-Kameesak/Le Pas-Kameesak","KP",NA,NA,"MB",NA,NA,NA,NA
"The Pas-Kameesak/Le Pas-Kameesak","MLP",215,4.10070570284188,"MB",NA,NA,NA,NA
"The Pas-Kameesak/Le Pas-Kameesak","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"The Pas-Kameesak/Le Pas-Kameesak","NDP(MB)",3522,67.1752813274843,"MB",51.0977894810439,45.63,11.982882930186,75.2248166469798
"The Pas-Kameesak/Le Pas-Kameesak","PC(MB)",1506,28.7240129696739,"MB",36.1729450596428,41.86,-13.5858933118901,24.8215992127205
"Thompson","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Thompson","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Thompson","Ind",NA,NA,"MB",NA,NA,NA,NA
"Thompson","KP",NA,NA,"MB",NA,NA,NA,NA
"Thompson","MLP",127,3.00378429517502,"MB",NA,NA,NA,NA
"Thompson","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Thompson","NDP(MB)",2887,68.282876064333,"MB",51.0977894810439,45.63,11.982882930186,76.465133164486
"Thompson","PC(MB)",1214,28.713339640492,"MB",36.1729450596428,41.86,-13.5858933118901,24.8123759506541
"Transcona","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Transcona","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Transcona","Ind",NA,NA,"MB",NA,NA,NA,NA
"Transcona","KP",NA,NA,"MB",NA,NA,NA,NA
"Transcona","MLP",541,6.04604380867233,"MB",NA,NA,NA,NA
"Transcona","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Transcona","NDP(MB)",5235,58.504693786321,"MB",51.0977894810439,45.63,11.982882930186,65.5152427513996
"Transcona","PC(MB)",3172,35.4492624050067,"MB",36.1729450596428,41.86,-13.5858933118901,30.6331634348105
"Turtle Mountain","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Turtle Mountain","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Turtle Mountain","Ind",NA,NA,"MB",NA,NA,NA,NA
"Turtle Mountain","KP",1507,17.2603367311877,"MB",NA,NA,NA,NA
"Turtle Mountain","MLP",425,4.86771274768068,"MB",NA,NA,NA,NA
"Turtle Mountain","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Turtle Mountain","NDP(MB)",1993,22.8267094261826,"MB",51.0977894810439,45.63,11.982882930186,25.5620072935357
"Turtle Mountain","PC(MB)",4806,55.045241094949,"MB",36.1729450596428,41.86,-13.5858933118901,47.5668533665165
"Tuxedo","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Tuxedo","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Tuxedo","Ind",NA,NA,"MB",NA,NA,NA,NA
"Tuxedo","KP",NA,NA,"MB",NA,NA,NA,NA
"Tuxedo","MLP",2201,22.3021582733813,"MB",NA,NA,NA,NA
"Tuxedo","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Tuxedo","NDP(MB)",3700,37.4911338534806,"MB",51.0977894810439,45.63,11.982882930186,41.9836525323425
"Tuxedo","PC(MB)",3968,40.2067078731381,"MB",36.1729450596428,41.86,-13.5858933118901,34.7442674372702
"Tyndall Park","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Tyndall Park","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Tyndall Park","Ind",NA,NA,"MB",NA,NA,NA,NA
"Tyndall Park","KP",NA,NA,"MB",NA,NA,NA,NA
"Tyndall Park","MLP",4030,54.9945414847162,"MB",NA,NA,NA,NA
"Tyndall Park","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Tyndall Park","NDP(MB)",1908,26.0371179039301,"MB",51.0977894810439,45.63,11.982882930186,29.1571152607526
"Tyndall Park","PC(MB)",1390,18.9683406113537,"MB",36.1729450596428,41.86,-13.5858933118901,16.3913220928593
"Union Station/Gare-Union","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Union Station/Gare-Union","MBG",NA,NA,"MB",3.13081611934468,6.4,-51.0809981352393,NA
"Union Station/Gare-Union","Ind",NA,NA,"MB",NA,NA,NA,NA
"Union Station/Gare-Union","KP",NA,NA,"MB",NA,NA,NA,NA
"Union Station/Gare-Union","MLP",616,11.7400419287212,"MB",NA,NA,NA,NA
"Union Station/Gare-Union","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Union Station/Gare-Union","NDP(MB)",3714,70.7833047455689,"MB",51.0977894810439,45.63,11.982882930186,79.2651852873472
"Union Station/Gare-Union","PC(MB)",917,17.4766533257099,"MB",36.1729450596428,41.86,-13.5858933118901,15.1022938503901
"Waverley","CPC_M",NA,NA,"MB",NA,NA,NA,NA
"Waverley","MBG",201,2.18169977206122,"MB",3.13081611934468,6.4,-51.0809981352393,1.06726575217811
"Waverley","Ind",NA,NA,"MB",NA,NA,NA,NA
"Waverley","KP",NA,NA,"MB",NA,NA,NA,NA
"Waverley","MLP",1001,10.8650819494193,"MB",NA,NA,NA,NA
"Waverley","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Waverley","NDP(MB)",4063,44.1007272332574,"MB",51.0977894810439,45.63,11.982882930186,49.3852657489792
"Waverley","PC(MB)",3948,42.8524910452621,"MB",36.1729450596428,41.86,-13.5858933118901,37.0305973303655
"Wolseley","CPC_M",152,1.73913043478261,"MB",NA,NA,NA,NA
"Wolseley","MBG",553,6.32723112128146,"MB",3.13081611934468,6.4,-51.0809981352393,3.0952183102074
"Wolseley","Ind",NA,NA,"MB",NA,NA,NA,NA
"Wolseley","KP",NA,NA,"MB",NA,NA,NA,NA
"Wolseley","MLP",592,6.77345537757437,"MB",NA,NA,NA,NA
"Wolseley","LIB(MB)",NA,NA,"MB",8.63976859923189,10.63,-18.7227789347894,NA
"Wolseley","NDP(MB)",6582,75.3089244851259,"MB",51.0977894810439,45.63,11.982882930186,84.3331047421606
"Wolseley","PC(MB)",861,9.8512585812357,"MB",36.1729450596428,41.86,-13.5858933118901,8.51287710051059
"Albert-Riverview","LIB(NB)",2599,31.2079731027858,"NB",43.541175943841,34.35,26.7574263285036,39.5584235143829
"Albert-Riverview","PC(NB)",4363,52.3895292987512,"NB",36.3184931365332,39.34,-7.680495331639,48.365753946693
"Albert-Riverview","NBG",972,11.671469740634,"NB",13.4708180679427,15.24,-11.6088053284598,10.3165515394737
"Albert-Riverview","NDP(NB)",NA,NA,"NB",5.63013733865642,1.3,333.087487588955,NA
"Albert-Riverview","PA",297,3.56628242074928,"NB",1.64830684094578,9.19,-82.0641257786095,0.63964392936515
"Albert-Riverview","Ind",NA,NA,"NB",NA,NA,NA,NA
"Albert-Riverview","Other",97,1.16474543707973,"NB",NA,NA,NA,NA
"Arcadia-Butternut Valley-Maple Hills","LIB(NB)",2289,29.2898272552783,"NB",43.541175943841,34.35,26.7574263285036,37.1270312048554
"Arcadia-Butternut Valley-Maple Hills","PC(NB)",4284,54.8176583493282,"NB",36.3184931365332,39.34,-7.680495331639,50.6073906588942
"Arcadia-Butternut Valley-Maple Hills","NBG",1093,13.9859245041587,"NB",13.4708180679427,15.24,-11.6088053284598,12.3623257550855
"Arcadia-Butternut Valley-Maple Hills","NDP(NB)",NA,NA,"NB",5.63013733865642,1.3,333.087487588955,NA
"Arcadia-Butternut Valley-Maple Hills","PA",NA,NA,"NB",1.64830684094578,9.19,-82.0641257786095,NA
"Arcadia-Butternut Valley-Maple Hills","Ind",NA,NA,"NB",NA,NA,NA,NA
"Arcadia-Butternut Valley-Maple Hills","Other",149,1.9065898912348,"NB",NA,NA,NA,NA
"Bathurst","LIB(NB)",3357,56.6773594462266,"NB",43.541175943841,34.35,26.7574263285036,71.8427621449918
"Bathurst","PC(NB)",2029,34.2562890427148,"NB",36.3184931365332,39.34,-7.680495331639,31.6252363619964
"Bathurst","NBG",325,5.48708424784737,"NB",13.4708180679427,15.24,-11.6088053284598,4.85009931930619
"Bathurst","NDP(NB)",212,3.57926726321121,"NB",5.63013733865642,1.3,333.087487588955,15.5013586643354
"Bathurst","PA",NA,NA,"NB",1.64830684094578,9.19,-82.0641257786095,NA
"Bathurst","Ind",NA,NA,"NB",NA,NA,NA,NA
"Bathurst","Other",NA,NA,"NB",NA,NA,NA,NA
"Beausoleil-Grand-Bouctouche-Kent","LIB(NB)",5794,64.5427202851732,"NB",43.541175943841,34.35,26.7574263285036,81.8126911158906
"Beausoleil-Grand-Bouctouche-Kent","PC(NB)",1761,19.6167984850173,"NB",36.3184931365332,39.34,-7.680495331639,18.1101311931585
"Beausoleil-Grand-Bouctouche-Kent","NBG",1220,13.5902862871783,"NB",13.4708180679427,15.24,-11.6088053284598,12.0126164085194
"Beausoleil-Grand-Bouctouche-Kent","NDP(NB)",NA,NA,"NB",5.63013733865642,1.3,333.087487588955,NA
"Beausoleil-Grand-Bouctouche-Kent","PA",NA,NA,"NB",1.64830684094578,9.19,-82.0641257786095,NA
"Beausoleil-Grand-Bouctouche-Kent","Ind",NA,NA,"NB",NA,NA,NA,NA
"Beausoleil-Grand-Bouctouche-Kent","Other",202,2.25019494263117,"NB",NA,NA,NA,NA
"Belle-Baie-Belledune","LIB(NB)",5053,63.0757708151292,"NB",43.541175943841,34.35,26.7574263285036,79.9532237221232
"Belle-Baie-Belledune","PC(NB)",1254,15.6534764698539,"NB",36.3184931365332,39.34,-7.680495331639,14.4512119403476
"Belle-Baie-Belledune","NBG",1411,17.6132817376108,"NB",13.4708180679427,15.24,-11.6088053284598,15.5685901487384
"Belle-Baie-Belledune","NDP(NB)",293,3.65747097740607,"NB",5.63013733865642,1.3,333.087487588955,15.8400491653431
"Belle-Baie-Belledune","PA",NA,NA,"NB",1.64830684094578,9.19,-82.0641257786095,NA
"Belle-Baie-Belledune","Ind",NA,NA,"NB",NA,NA,NA,NA
"Belle-Baie-Belledune","Other",NA,NA,"NB",NA,NA,NA,NA
"Caraquet","LIB(NB)",6002,89.3021871745276,"NB",43.541175943841,34.35,26.7574263285036,113.197154117494
"Caraquet","PC(NB)",719,10.6978128254724,"NB",36.3184931365332,39.34,-7.680495331639,9.87616781082451
"Caraquet","NBG",NA,NA,"NB",13.4708180679427,15.24,-11.6088053284598,NA
"Caraquet","NDP(NB)",NA,NA,"NB",5.63013733865642,1.3,333.087487588955,NA
"Caraquet","PA",NA,NA,"NB",1.64830684094578,9.19,-82.0641257786095,NA
"Caraquet","Ind",NA,NA,"NB",NA,NA,NA,NA
