"district","party","votes","votes_pct","region","poll_agg","pop_sup","poll_diff_pct","poll_result"
"Labrador West","NDP(NL)",1359,50.0368188512518,"NL",11.8448741334907,8,48.0609266686335,74.0849776666689
"Labrador West","NL All",NA,NA,"NL",NA,NA,NA,NA
"Labrador West","Ind",NA,NA,"NL",NA,NA,NA,NA
"Lake Melville[a 4]","LIB(NL)",306,13.3507853403141,"NL",48.4704756785542,43.4,11.6831236833046,14.9105741043155
"Lake Melville[a 4]","LIB(NL)",306,13.3507853403141,"NL",48.4704756785542,48.2,0.561152860070967,13.4257036540932
"Lake Melville[a 4]","PC(NL)",547,23.8656195462478,"NL",36.4668036300673,44.4,-17.8675593917404,19.6014157996152
"Lake Melville[a 4]","PC(NL)",547,23.8656195462478,"NL",36.4668036300673,38.8,-6.01339270601215,22.4304861212091
"Lake Melville[a 4]","NDP(NL)",279,12.1727748691099,"NL",11.8448741334907,8.3,42.7093269095262,17.3716850819188
"Lake Melville[a 4]","NDP(NL)",279,12.1727748691099,"NL",11.8448741334907,8,48.0609266686335,18.0231232724907
"Lake Melville[a 4]","NL All",NA,NA,"NL",NA,NA,NA,NA
"Lake Melville[a 4]","Ind",1160,50.6108202443281,"NL",NA,NA,NA,NA
"Lewisporte-Twillingate","LIB(NL)",2593,62.4367926799904,"NL",48.4704756785542,43.4,11.6831236833046,69.7313603926821
"Lewisporte-Twillingate","LIB(NL)",2593,62.4367926799904,"NL",48.4704756785542,48.2,0.561152860070967,62.7871585278507
"Lewisporte-Twillingate","PC(NL)",1560,37.5632073200096,"NL",36.4668036300673,44.4,-17.8675593917404,30.8515789426644
"Lewisporte-Twillingate","PC(NL)",1560,37.5632073200096,"NL",36.4668036300673,38.8,-6.01339270601215,35.3043841508839
"Lewisporte-Twillingate","NDP(NL)",NA,NA,"NL",11.8448741334907,8.3,42.7093269095262,NA
"Lewisporte-Twillingate","NDP(NL)",NA,NA,"NL",11.8448741334907,8,48.0609266686335,NA
"Lewisporte-Twillingate","NL All",NA,NA,"NL",NA,NA,NA,NA
"Lewisporte-Twillingate","Ind",NA,NA,"NL",NA,NA,NA,NA
"Mount Pearl North","LIB(NL)",2428,46.6923076923077,"NL",48.4704756785542,43.4,11.6831236833046,52.1474277505892
"Mount Pearl North","LIB(NL)",2428,46.6923076923077,"NL",48.4704756785542,48.2,0.561152860070967,46.9543229123562
"Mount Pearl North","PC(NL)",2319,44.5961538461538,"NL",36.4668036300673,44.4,-17.8675593917404,36.6279095712604
"Mount Pearl North","PC(NL)",2319,44.5961538461538,"NL",36.4668036300673,38.8,-6.01339270601215,41.9144119836073
"Mount Pearl North","NDP(NL)",337,6.48076923076923,"NL",11.8448741334907,8.3,42.7093269095262,9.24866214779045
"Mount Pearl North","NDP(NL)",337,6.48076923076923,"NL",11.8448741334907,8,48.0609266686335,9.59548697833259
"Mount Pearl North","NL All",116,2.23076923076923,"NL",NA,NA,NA,NA
"Mount Pearl North","Ind",NA,NA,"NL",NA,NA,NA,NA
"Mount Pearl-Southlands","LIB(NL)",1386,23.9792387543253,"NL",48.4704756785542,43.4,11.6831236833046,26.780762876308
"Mount Pearl-Southlands","LIB(NL)",1386,23.9792387543253,"NL",48.4704756785542,48.2,0.561152860070967,24.1137989384184
"Mount Pearl-Southlands","PC(NL)",797,13.7889273356401,"NL",36.4668036300673,44.4,-17.8675593917404,11.3251825544607
"Mount Pearl-Southlands","PC(NL)",797,13.7889273356401,"NL",36.4668036300673,38.8,-6.01339270601215,12.9597449850014
"Mount Pearl-Southlands","NDP(NL)",152,2.62975778546713,"NL",11.8448741334907,8.3,42.7093269095262,3.752909634991
"Mount Pearl-Southlands","NDP(NL)",152,2.62975778546713,"NL",11.8448741334907,8,48.0609266686335,3.89364374630316
"Mount Pearl-Southlands","NL All",NA,NA,"NL",NA,NA,NA,NA
"Mount Pearl-Southlands","Ind",3445,59.6020761245675,"NL",NA,NA,NA,NA
"Mount Scio","LIB(NL)",2011,46.6048667439166,"NL",48.4704756785542,43.4,11.6831236833046,52.0497709680476
"Mount Scio","LIB(NL)",2011,46.6048667439166,"NL",48.4704756785542,48.2,0.561152860070967,46.8663912865823
"Mount Scio","PC(NL)",1152,26.6975666280417,"NL",36.4668036300673,44.4,-17.8675593917404,21.9273630546269
"Mount Scio","PC(NL)",1152,26.6975666280417,"NL",36.4668036300673,38.8,-6.01339270601215,25.0921371037483
"Mount Scio","NDP(NL)",1074,24.8899188876014,"NL",11.8448741334907,8.3,42.7093269095262,35.520235712823
"Mount Scio","NDP(NL)",1074,24.8899188876014,"NL",11.8448741334907,8,48.0609266686335,36.8522445520538
"Mount Scio","NL All",60,1.39049826187717,"NL",NA,NA,NA,NA
"Mount Scio","Ind",18,0.417149478563152,"NL",NA,NA,NA,NA
"Placentia-St. Mary's","LIB(NL)",2552,50.8467822275354,"NL",48.4704756785542,43.4,11.6831236833046,56.7872746841589
"Placentia-St. Mary's","LIB(NL)",2552,50.8467822275354,"NL",48.4704756785542,48.2,0.561152860070967,51.1321104002592
"Placentia-St. Mary's","PC(NL)",2336,46.543136082885,"NL",36.4668036300673,44.4,-17.8675593917404,38.227013600497
"Placentia-St. Mary's","PC(NL)",2336,46.543136082885,"NL",36.4668036300673,38.8,-6.01339270601215,43.7443145325275
"Placentia-St. Mary's","NDP(NL)",NA,NA,"NL",11.8448741334907,8.3,42.7093269095262,NA
"Placentia-St. Mary's","NDP(NL)",NA,NA,"NL",11.8448741334907,8,48.0609266686335,NA
"Placentia-St. Mary's","NL All",131,2.6100816895796,"NL",NA,NA,NA,NA
"Placentia-St. Mary's","Ind",NA,NA,"NL",NA,NA,NA,NA
"Placentia West-Bellevue","LIB(NL)",2304,42.2132649322096,"NL",48.4704756785542,43.4,11.6831236833046,47.1450928850007
"Placentia West-Bellevue","LIB(NL)",2304,42.2132649322096,"NL",48.4704756785542,48.2,0.561152860070967,42.450145875706
"Placentia West-Bellevue","PC(NL)",2965,54.3239281788201,"NL",36.4668036300673,44.4,-17.8675593917404,44.617568047543
"Placentia West-Bellevue","PC(NL)",2965,54.3239281788201,"NL",36.4668036300673,38.8,-6.01339270601215,51.0572170440956
"Placentia West-Bellevue","NDP(NL)",189,3.46280688897032,"NL",11.8448741334907,8.3,42.7093269095262,4.94174840342625
"Placentia West-Bellevue","NDP(NL)",189,3.46280688897032,"NL",11.8448741334907,8,48.0609266686335,5.12706396855473
"Placentia West-Bellevue","NL All",NA,NA,"NL",NA,NA,NA,NA
"Placentia West-Bellevue","Ind",NA,NA,"NL",NA,NA,NA,NA
"St. Barbe-L'Anse aux Meadows","LIB(NL)",2375,51.1632916846187,"NL",48.4704756785542,43.4,11.6831236833046,57.1407623325826
"St. Barbe-L'Anse aux Meadows","LIB(NL)",2375,51.1632916846187,"NL",48.4704756785542,48.2,0.561152860070967,51.4503959592134
"St. Barbe-L'Anse aux Meadows","PC(NL)",2159,46.5101249461439,"NL",36.4668036300673,44.4,-17.8675593917404,38.199900748219
"St. Barbe-L'Anse aux Meadows","PC(NL)",2159,46.5101249461439,"NL",36.4668036300673,38.8,-6.01339270601215,43.7132884850753
"St. Barbe-L'Anse aux Meadows","NDP(NL)",38,0.818612666953899,"NL",11.8448741334907,8.3,42.7093269095262,1.16823662700603
"St. Barbe-L'Anse aux Meadows","NDP(NL)",38,0.818612666953899,"NL",11.8448741334907,8,48.0609266686335,1.21204550051876
"St. Barbe-L'Anse aux Meadows","NL All",NA,NA,"NL",NA,NA,NA,NA
"St. Barbe-L'Anse aux Meadows","Ind",70,1.5079707022835,"NL",NA,NA,NA,NA
"St. George's-Humber","LIB(NL)",2420,58.5389453313982,"NL",48.4704756785542,43.4,11.6831236833046,65.3781227173675
"St. George's-Humber","LIB(NL)",2420,58.5389453313982,"NL",48.4704756785542,48.2,0.561152860070967,58.8674382973807
"St. George's-Humber","PC(NL)",1474,35.6555394291243,"NL",36.4668036300673,44.4,-17.8675593917404,29.2847647451801
"St. George's-Humber","PC(NL)",1474,35.6555394291243,"NL",36.4668036300673,38.8,-6.01339270601215,33.5114318218041
"St. George's-Humber","NDP(NL)",191,4.62022254475085,"NL",11.8448741334907,8.3,42.7093269095262,6.59348849533612
"St. George's-Humber","NDP(NL)",191,4.62022254475085,"NL",11.8448741334907,8,48.0609266686335,6.84074431391122
"St. George's-Humber","NL All",49,1.18529269472666,"NL",NA,NA,NA,NA
"St. George's-Humber","Ind",NA,NA,"NL",NA,NA,NA,NA
"St. John's Centre","LIB(NL)",1277,33.5964219942121,"NL",48.4704756785542,43.4,11.6831236833046,37.5215335289608
"St. John's Centre","LIB(NL)",1277,33.5964219942121,"NL",48.4704756785542,48.2,0.561152860070967,33.7849492771141
"St. John's Centre","PC(NL)",533,14.0226256248356,"NL",36.4668036300673,44.4,-17.8675593917404,11.5171246630367
"St. John's Centre","PC(NL)",533,14.0226256248356,"NL",36.4668036300673,38.8,-6.01339270601215,13.1793900783203
"St. John's Centre","NDP(NL)",1991,52.3809523809524,"NL",11.8448741334907,8.3,42.7093269095262,74.7525045716566
"St. John's Centre","NDP(NL)",1991,52.3809523809524,"NL",11.8448741334907,8,48.0609266686335,77.5557234930937
"St. John's Centre","NL All",NA,NA,"NL",NA,NA,NA,NA
"St. John's Centre","Ind",NA,NA,"NL",NA,NA,NA,NA
"St. John's East-Quidi Vidi","LIB(NL)",2447,42.9524311040899,"NL",48.4704756785542,43.4,11.6831236833046,47.9706167549669
"St. John's East-Quidi Vidi","LIB(NL)",2447,42.9524311040899,"NL",48.4704756785542,48.2,0.561152860070967,43.1934598997005
"St. John's East-Quidi Vidi","PC(NL)",856,15.0254519922766,"NL",36.4668036300673,44.4,-17.8675593917404,12.3407704336792
"St. John's East-Quidi Vidi","PC(NL)",856,15.0254519922766,"NL",36.4668036300673,38.8,-6.01339270601215,14.1219125581277
"St. John's East-Quidi Vidi","NDP(NL)",2394,42.0221169036335,"NL",11.8448741334907,8.3,42.7093269095262,59.9694801863096
"St. John's East-Quidi Vidi","NDP(NL)",2394,42.0221169036335,"NL",11.8448741334907,8,48.0609266686335,62.2183356932962
"St. John's East-Quidi Vidi","NL All",NA,NA,"NL",NA,NA,NA,NA
"St. John's East-Quidi Vidi","Ind",NA,NA,"NL",NA,NA,NA,NA
"St. John's West","LIB(NL)",2679,57.8243039067559,"NL",48.4704756785542,43.4,11.6831236833046,64.5799888511921
"St. John's West","LIB(NL)",2679,57.8243039067559,"NL",48.4704756785542,48.2,0.561152860070967,58.1487866419448
"St. John's West","PC(NL)",1484,32.0310813727606,"NL",36.4668036300673,44.4,-17.8675593917404,26.3079088846659
"St. John's West","PC(NL)",1484,32.0310813727606,"NL",36.4668036300673,38.8,-6.01339270601215,30.1049266618342
"St. John's West","NDP(NL)",470,10.1446147204835,"NL",11.8448741334907,8.3,42.7093269095262,14.4773113851667
"St. John's West","NDP(NL)",470,10.1446147204835,"NL",11.8448741334907,8,48.0609266686335,15.0202105621105
"St. John's West","NL All",NA,NA,"NL",NA,NA,NA,NA
"St. John's West","Ind",NA,NA,"NL",NA,NA,NA,NA
"Stephenville-Port au Port","LIB(NL)",1574,37.8547378547378,"NL",48.4704756785542,43.4,11.6831236833046,42.2773536982976
"Stephenville-Port au Port","LIB(NL)",1574,37.8547378547378,"NL",48.4704756785542,48.2,0.561152860070967,38.0671607988821
"Stephenville-Port au Port","PC(NL)",2481,59.6681096681097,"NL",36.4668036300673,44.4,-17.8675593917404,49.0068747352314
"Stephenville-Port au Port","PC(NL)",2481,59.6681096681097,"NL",36.4668036300673,38.8,-6.01339270601215,56.0800319135122
"Stephenville-Port au Port","NDP(NL)",103,2.47715247715248,"NL",11.8448741334907,8.3,42.7093269095262,3.53512762666695
"Stephenville-Port au Port","NDP(NL)",103,2.47715247715248,"NL",11.8448741334907,8,48.0609266686335,3.66769491266697
"Stephenville-Port au Port","NL All",NA,NA,"NL",NA,NA,NA,NA
"Stephenville-Port au Port","Ind",NA,NA,"NL",NA,NA,NA,NA
"Terra Nova","LIB(NL)",2323,43.5589724357772,"NL",48.4704756785542,43.4,11.6831236833046,48.6480210606257
"Terra Nova","LIB(NL)",2323,43.5589724357772,"NL",48.4704756785542,48.2,0.561152860070967,43.8034048554181
"Terra Nova","PC(NL)",2837,53.1970748171761,"NL",36.4668036300673,44.4,-17.8675593917404,43.6920558795486
"Terra Nova","PC(NL)",2837,53.1970748171761,"NL",36.4668036300673,38.8,-6.01339270601215,49.9981258003082
"Terra Nova","NDP(NL)",173,3.24395274704669,"NL",11.8448741334907,8.3,42.7093269095262,4.62942313057342
"Terra Nova","NDP(NL)",173,3.24395274704669,"NL",11.8448741334907,8,48.0609266686335,4.80302649796992
"Terra Nova","NL All",NA,NA,"NL",NA,NA,NA,NA
"Terra Nova","Ind",NA,NA,"NL",NA,NA,NA,NA
"Topsail-Paradise","LIB(NL)",2525,42.0763206132311,"NL",48.4704756785542,43.4,11.6831236833046,46.9921491918587
"Topsail-Paradise","LIB(NL)",2525,42.0763206132311,"NL",48.4704756785542,48.2,0.561152860070967,42.3124330897649
"Topsail-Paradise","PC(NL)",3036,50.591568071988,"NL",36.4668036300673,44.4,-17.8675593917404,41.5520895995128
"Topsail-Paradise","PC(NL)",3036,50.591568071988,"NL",36.4668036300673,38.8,-6.01339270601215,47.5492984076899
"Topsail-Paradise","NDP(NL)",440,7.33211131478087,"NL",11.8448741334907,8.3,42.7093269095262,10.463606705581
"Topsail-Paradise","NDP(NL)",440,7.33211131478087,"NL",11.8448741334907,8,48.0609266686335,10.8559919570403
"Topsail-Paradise","NL All",NA,NA,"NL",NA,NA,NA,NA
"Topsail-Paradise","Ind",NA,NA,"NL",NA,NA,NA,NA
"Torngat Mountains","LIB(NL)",16,3.38266384778013,"NL",48.4704756785542,43.4,11.6831236833046,3.77786464890671
"Torngat Mountains","LIB(NL)",16,3.38266384778013,"NL",48.4704756785542,48.2,0.561152860070967,3.40164576270853
"Torngat Mountains","PC(NL)",420,88.7949260042283,"NL",36.4668036300673,44.4,-17.8675593917404,72.9294398635709
"Torngat Mountains","PC(NL)",420,88.7949260042283,"NL",36.4668036300673,38.8,-6.01339270601215,83.4553384005812
"Torngat Mountains","NDP(NL)",37,7.82241014799154,"NL",11.8448741334907,8.3,42.7093269095262,11.1633088703012
"Torngat Mountains","NDP(NL)",37,7.82241014799154,"NL",11.8448741334907,8,48.0609266686335,11.5819329529375
"Torngat Mountains","NL All",NA,NA,"NL",NA,NA,NA,NA
"Torngat Mountains","Ind",NA,NA,"NL",NA,NA,NA,NA
"Virginia Waters-Pleasantville","LIB(NL)",3481,59.6061643835616,"NL",48.4704756785542,43.4,11.6831236833046,66.570026291367
"Virginia Waters-Pleasantville","LIB(NL)",3481,59.6061643835616,"NL",48.4704756785542,48.2,0.561152860070967,59.9406460797786
"Virginia Waters-Pleasantville","PC(NL)",1224,20.958904109589,"NL",36.4668036300673,44.4,-17.8675593917404,17.2140594699503
"Virginia Waters-Pleasantville","PC(NL)",1224,20.958904109589,"NL",36.4668036300673,38.8,-6.01339270601215,19.6985628986029
"Virginia Waters-Pleasantville","NDP(NL)",1135,19.4349315068493,"NL",11.8448741334907,8.3,42.7093269095262,27.7354599387521
"Virginia Waters-Pleasantville","NDP(NL)",1135,19.4349315068493,"NL",11.8448741334907,8,48.0609266686335,28.7755396864553
"Virginia Waters-Pleasantville","NL All",NA,NA,"NL",NA,NA,NA,NA
"Virginia Waters-Pleasantville","Ind",NA,NA,"NL",NA,NA,NA,NA
"Waterford Valley","LIB(NL)",3592,66.7906284864262,"NL",48.4704756785542,43.4,11.6831236833046,74.5938602213519
"Waterford Valley","LIB(NL)",3592,66.7906284864262,"NL",48.4704756785542,48.2,0.561152860070967,67.1654260084371
"Waterford Valley","PC(NL)",1348,25.0650799553737,"NL",36.4668036300673,44.4,-17.8675593917404,20.5865619077601
"Waterford Valley","PC(NL)",1348,25.0650799553737,"NL",36.4668036300673,38.8,-6.01339270601215,23.5578182655812
"Waterford Valley","NDP(NL)",438,8.14429155820007,"NL",11.8448741334907,8.3,42.7093269095262,11.6226636642567
"Waterford Valley","NDP(NL)",438,8.14429155820007,"NL",11.8448741334907,8,48.0609266686335,12.0585135516663
"Waterford Valley","NL All",NA,NA,"NL",NA,NA,NA,NA
"Waterford Valley","Ind",NA,NA,"NL",NA,NA,NA,NA
"Windsor Lake","LIB(NL)",2688,50.5833646970267,"NL",48.4704756785542,43.4,11.6831236833046,56.4930817577574
"Windsor Lake","LIB(NL)",2688,50.5833646970267,"NL",48.4704756785542,48.2,0.561152860070967,50.8672146947442
"Windsor Lake","PC(NL)",2154,40.5344373353406,"NL",36.4668036300673,44.4,-17.8675593917404,33.2919226703409
"Windsor Lake","PC(NL)",2154,40.5344373353406,"NL",36.4668036300673,38.8,-6.01339270601215,38.0969424371942
"Windsor Lake","NDP(NL)",472,8.88219796763267,"NL",11.8448741334907,8.3,42.7093269095262,12.6757249343802
"Windsor Lake","NDP(NL)",472,8.88219796763267,"NL",11.8448741334907,8,48.0609266686335,13.1510646194195
"Windsor Lake","NL All",NA,NA,"NL",NA,NA,NA,NA
"Windsor Lake","Ind",NA,NA,"NL",NA,NA,NA,NA
"Annapolis","PC(NS)",3289,44.4639718804921,"NS",50.0469684032693,38.44,30.1950270636559,57.889880223383
"Annapolis","LIB(NS)",3281,44.3558199269974,"NS",19.7330507106654,36.82,-46.4067063805936,23.7717448107709
"Annapolis","NDP(NS)",689,9.31458699472759,"NS",23.8418875046231,20.93,13.9125059943771,10.6104794687205
"Annapolis","NSG",138,1.86562119778288,"NS",3.40628474406431,2.15,58.4318485611306,2.95573815079573
"Annapolis","Ind",NA,NA,"NS",NA,NA,NA,NA
"Antigonish","PC(NS)",5202,64.8224299065421,"NS",50.0469684032693,38.44,30.1950270636559,84.3955801601418
"Antigonish","LIB(NS)",1720,21.4330218068536,"NS",19.7330507106654,36.82,-46.4067063805936,11.4866623084584
"Antigonish","NDP(NS)",1103,13.7445482866044,"NS",23.8418875046231,20.93,13.9125059943771,15.6567593908782
"Antigonish","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Antigonish","Ind",NA,NA,"NS",NA,NA,NA,NA
"Argyle[a 2]","PC(NS)",3383,85.6455696202532,"NS",50.0469684032693,38.44,30.1950270636559,111.506272545911
"Argyle[a 2]","LIB(NS)",439,11.1139240506329,"NS",19.7330507106654,36.82,-46.4067063805936,5.95631794909352
"Argyle[a 2]","NDP(NS)",67,1.69620253164557,"NS",23.8418875046231,20.93,13.9125059943771,1.93218681053754
"Argyle[a 2]","NSG",61,1.54430379746835,"NS",3.40628474406431,2.15,58.4318485611306,2.44666905372885
"Argyle[a 2]","Ind",NA,NA,"NS",NA,NA,NA,NA
"Bedford Basin","PC(NS)",3692,60.1498859563376,"NS",50.0469684032693,38.44,30.1950270636559,78.3121602996119
"Bedford Basin","LIB(NS)",1310,21.3424568263278,"NS",19.7330507106654,36.82,-46.4067063805936,11.4381255525289
"Bedford Basin","NDP(NS)",1136,18.5076572173346,"NS",23.8418875046231,20.93,13.9125059943771,21.0825361371151
"Bedford Basin","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Bedford Basin","Ind",NA,NA,"NS",NA,NA,NA,NA
"Bedford South","PC(NS)",2888,41.2453584690088,"NS",50.0469684032693,38.44,30.1950270636559,53.699405621228
"Bedford South","LIB(NS)",2786,39.7886318194801,"NS",19.7330507106654,36.82,-46.4067063805936,21.3240382781585
"Bedford South","NDP(NS)",1243,17.7520708369037,"NS",23.8418875046231,20.93,13.9125059943771,20.221828756214
"Bedford South","NSG",85,1.21393887460726,"NS",3.40628474406431,2.15,58.4318485611306,1.92326579944246
"Bedford South","Ind",NA,NA,"NS",NA,NA,NA,NA
"Cape Breton Centre-Whitney Pier","PC(NS)",2676,40.4902405810259,"NS",50.0469684032693,38.44,30.1950270636559,52.716279682606
"Cape Breton Centre-Whitney Pier","LIB(NS)",721,10.9093660160387,"NS",19.7330507106654,36.82,-46.4067063805936,5.84668856099137
"Cape Breton Centre-Whitney Pier","NDP(NS)",3212,48.6003934029354,"NS",23.8418875046231,20.93,13.9125059943771,55.3619260484096
"Cape Breton Centre-Whitney Pier","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Cape Breton Centre-Whitney Pier","Ind",NA,NA,"NS",NA,NA,NA,NA
"Cape Breton East","PC(NS)",4250,61.3364121806899,"NS",50.0469684032693,38.44,30.1950270636559,79.8569584385247
"Cape Breton East","LIB(NS)",1737,25.0685524606725,"NS",19.7330507106654,36.82,-46.4067063805936,13.4350629263832
"Cape Breton East","NDP(NS)",942,13.5950353586376,"NS",23.8418875046231,20.93,13.9125059943771,15.4864454678458
"Cape Breton East","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Cape Breton East","Ind",NA,NA,"NS",NA,NA,NA,NA
"Chester-St. Margaret's","PC(NS)",4806,58.2122093023256,"NS",50.0469684032693,38.44,30.1950270636559,75.7894016555148
"Chester-St. Margaret's","LIB(NS)",2160,26.1627906976744,"NS",19.7330507106654,36.82,-46.4067063805936,14.0215012376354
"Chester-St. Margaret's","NDP(NS)",1290,15.625,"NS",23.8418875046231,20.93,13.9125059943771,17.7988290616214
"Chester-St. Margaret's","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Chester-St. Margaret's","Ind",NA,NA,"NS",NA,NA,NA,NA
"Clare[a 2]","PC(NS)",2805,59.7062579821201,"NS",50.0469684032693,38.44,30.1950270636559,77.7345787385174
"Clare[a 2]","LIB(NS)",1790,38.1013197105151,"NS",19.7330507106654,36.82,-46.4067063805936,20.4197521453251
"Clare[a 2]","NDP(NS)",103,2.19242230736484,"NS",23.8418875046231,20.93,13.9125059943771,2.49744319229903
"Clare[a 2]","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Clare[a 2]","Ind",NA,NA,"NS",NA,NA,NA,NA
"Clayton Park West","PC(NS)",2096,35.4113870586248,"NS",50.0469684032693,38.44,30.1950270636559,46.1038649645925
"Clayton Park West","LIB(NS)",1813,30.6301740158811,"NS",19.7330507106654,36.82,-46.4067063805936,16.4157190964663
"Clayton Park West","NDP(NS)",2010,33.9584389254942,"NS",23.8418875046231,20.93,13.9125059943771,38.6829087766004
"Clayton Park West","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Clayton Park West","Ind",NA,NA,"NS",NA,NA,NA,NA
"Colchester-Musquodoboit Valley","PC(NS)",4030,67.5268096514745,"NS",50.0469684032693,38.44,30.1950270636559,87.9165481009607
"Colchester-Musquodoboit Valley","LIB(NS)",827,13.8572386058981,"NS",19.7330507106654,36.82,-46.4067063805936,7.42655057360072
"Colchester-Musquodoboit Valley","NDP(NS)",1111,18.6159517426273,"NS",23.8418875046231,20.93,13.9125059943771,21.2058971447307
"Colchester-Musquodoboit Valley","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Colchester-Musquodoboit Valley","Ind",NA,NA,"NS",NA,NA,NA,NA
"Colchester North","PC(NS)",4282,67.7853411429476,"NS",50.0469684032693,38.44,30.1950270636559,88.2531432462521
"Colchester North","LIB(NS)",828,13.1074877315181,"NS",19.7330507106654,36.82,-46.4067063805936,7.02473438608018
"Colchester North","NDP(NS)",1062,16.8117777425993,"NS",23.8418875046231,20.93,13.9125059943771,19.1507173287998
"Colchester North","NSG",145,2.29539338293494,"NS",3.40628474406431,2.15,58.4318485611306,3.63663416833369
"Colchester North","Ind",NA,NA,"NS",NA,NA,NA,NA
"Cole Harbour","PC(NS)",1986,42.2823078560783,"NS",50.0469684032693,38.44,30.1950270636559,55.0494621563595
"Cole Harbour","LIB(NS)",893,19.012135405578,"NS",19.7330507106654,36.82,-46.4067063805936,10.1892295512306
"Cole Harbour","NDP(NS)",1748,37.2152437726208,"NS",23.8418875046231,20.93,13.9125059943771,42.3928167933087
"Cole Harbour","NSG",70,1.4903129657228,"NS",3.40628474406431,2.15,58.4318485611306,2.36113038094084
"Cole Harbour","Ind",NA,NA,"NS",NA,NA,NA,NA
"Cole Harbour-Dartmouth","PC(NS)",4243,51.643135345667,"NS",50.0469684032693,38.44,30.1950270636559,67.2367940398116
"Cole Harbour-Dartmouth","LIB(NS)",1894,23.0525803310613,"NS",19.7330507106654,36.82,-46.4067063805936,12.3546370636752
"Cole Harbour-Dartmouth","NDP(NS)",2079,25.3042843232717,"NS",23.8418875046231,20.93,13.9125059943771,28.824744396581
"Cole Harbour-Dartmouth","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Cole Harbour-Dartmouth","Ind",NA,NA,"NS",NA,NA,NA,NA
"Cumberland North","PC(NS)",2194,34.0049597024178,"NS",50.0469684032693,38.44,30.1950270636559,44.2727664875482
"Cumberland North","LIB(NS)",414,6.41661500309981,"NS",19.7330507106654,36.82,-46.4067063805936,3.43887531903817
"Cumberland North","NDP(NS)",277,4.29324240545567,"NS",23.8418875046231,20.93,13.9125059943771,4.89054001246783
"Cumberland North","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Cumberland North","Ind",3567,55.2851828890267,"NS",NA,NA,NA,NA
"Cumberland South","PC(NS)",3442,86.4389753892516,"NS",50.0469684032693,38.44,30.1950270636559,112.539247401583
"Cumberland South","LIB(NS)",540,13.5610246107484,"NS",19.7330507106654,36.82,-46.4067063805936,7.26779973743833
"Cumberland South","NDP(NS)",NA,NA,"NS",23.8418875046231,20.93,13.9125059943771,NA
"Cumberland South","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Cumberland South","Ind",NA,NA,"NS",NA,NA,NA,NA
"Dartmouth East","PC(NS)",3167,44.1701534170153,"NS",50.0469684032693,38.44,30.1950270636559,57.5073431953415
"Dartmouth East","LIB(NS)",1768,24.6582984658298,"NS",19.7330507106654,36.82,-46.4067063805936,13.2151942983418
"Dartmouth East","NDP(NS)",2235,31.1715481171548,"NS",23.8418875046231,20.93,13.9125059943771,35.5082916174941
"Dartmouth East","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Dartmouth East","Ind",NA,NA,"NS",NA,NA,NA,NA
"Dartmouth North","PC(NS)",1353,23.0219499744768,"NS",50.0469684032693,38.44,30.1950270636559,29.9734339998514
"Dartmouth North","LIB(NS)",826,14.0547898587715,"NS",19.7330507106654,36.82,-46.4067063805936,7.53242479660195
"Dartmouth North","NDP(NS)",3698,62.9232601667517,"NS",23.8418875046231,20.93,13.9125059943771,71.6774625093086
"Dartmouth North","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Dartmouth North","Ind",NA,NA,"NS",NA,NA,NA,NA
"Dartmouth South","PC(NS)",1449,22.4685997829121,"NS",50.0469684032693,38.44,30.1950270636559,29.2529995681869
"Dartmouth South","LIB(NS)",585,9.07117382539929,"NS",19.7330507106654,36.82,-46.4067063805936,4.86154082297298
"Dartmouth South","NDP(NS)",4415,68.4602263916886,"NS",23.8418875046231,20.93,13.9125059943771,77.9847594921964
"Dartmouth South","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
"Dartmouth South","Ind",NA,NA,"NS",NA,NA,NA,NA
"Digby-Annapolis","PC(NS)",3300,73.2194364322166,"NS",50.0469684032693,38.44,30.1950270636559,95.3280650787807
"Digby-Annapolis","LIB(NS)",854,18.9483026403373,"NS",19.7330507106654,36.82,-46.4067063805936,10.1550194699297
"Digby-Annapolis","NDP(NS)",353,7.8322609274462,"NS",23.8418875046231,20.93,13.9125059943771,8.9219246984724
"Digby-Annapolis","NSG",NA,NA,"NS",3.40628474406431,2.15,58.4318485611306,NA
