EventNameEnglish,EventNameFrench,IsGeneralElection,ElectoralDistrictNumber,ElectoralDistrictNameEnglish,ElectoralDistrictNameFrench,ReturningOfficerName,ReturningOfficeCity,PollingDate,ResignedMPPName,NameOfCandidates,PoliticalInterestCode,TotalValidBallotsCast,PercentOfTotalValidBallotsCast,Plurality,IsMemberOfPreviousLegislature
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,041,Humber River—Black Creek,Humber River—Black Creek,GUS CARUSO,TORONTO,2022-Jun-02,Tom Rakocevic,KNIA SINGH,IND,110,0.00476644423260247,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,041,Humber River—Black Creek,Humber River—Black Creek,GUS CARUSO,TORONTO,2022-Jun-02,Tom Rakocevic,LEE MIGUEL GONZALEZ,ONP,357,0.01546927810035531,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,112,University—Rosedale,University—Rosedale,KELLY WALTERS,TORONTO,2022-Jun-02,Jessica Bell,ANDREA BARRACK,LIB,10172,0.27358059223797100,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,074,Oakville,Oakville,SUSAN KUN,OAKVILLE,2022-Jun-02,Stephen Crawford,ALICIA BEDFORD,ONP,497,0.01067233567394618,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,027,Essex,Essex,HEATHER KENNEDY,ESSEX,2022-Jun-02,Taras Natyshak,ANTHONY LEARDI,PCP,24926,0.51098810988109881,11133,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,098,Scarborough Southwest,Scarborough-Sud-Ouest,EDDY GASPAROTTO,TORONTO,2022-Jun-02,Doly Begum,CARA BRIDEAU,GPO,1251,0.03541301024740983,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,066,Nepean,Nepean,NORMAN POWROZ,OTTAWA,2022-Jun-02,Lisa MacLeod,BRYAN EMMERSON,ONP,370,0.00848293096728339,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,032,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,OLIVER VALZ,HAWKESBURY,2022-Jun-02,Amanda Simard,STÉPHANE AUBRY,ONP,809,0.01822811049524582,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,103,Sudbury,Sudbury,JOE SHAW,GREATER SUDBURY,2022-Jun-02,Jamie West,ADRIEN BERTHIER,LTN,504,0.01713702822169330,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,076,Orléans,Orléans,RICHARD LALONDE,OTTAWA,2022-Jun-02,Stephen Blais,VINCE CLEMENTS,ONP,442,0.00852639904319141,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,072,Nipissing,Nipissing,RONALD ROY,NORTH BAY,2022-Jun-02,Vic Fedeli,MICHELLE LASHBROOK,LTN,315,0.01027430770736162,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,073,Northumberland—Peterborough South,Northumberland—Peterborough-Sud,ANN MACDONALD,COBOURG,2022-Jun-02,David Piccini,JEFF KAWZENUK,LIB,12936,0.24938790460951205,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,067,Newmarket—Aurora,Newmarket—Aurora,TINA BASSO,NEWMARKET,2022-Jun-02,Christine Elliott,CAROLINA RODRIGUEZ,GPO,2332,0.05616164535317775,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,069,Niagara Falls,Niagara Falls,KATHLEEN QUIQUERO,NIAGARA FALLS,2022-Jun-02,Wayne Gates,WAYNE GATES,NDP,24207,0.48083187668838391,5865,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,092,Sault Ste. Marie,Sault Ste. Marie,BRIAN STINSON,SAULT STE. MARIE,2022-Jun-02,Ross Romano,ROSS ROMANO,PCP,12606,0.46890343698854337,2577,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,046,Kingston and the Islands,Kingston et les Îles,ELIZABETH MCIVER,KINGSTON,2022-Jun-02,Ian Arthur,ZACHARY TYPHAIR,GPO,1601,0.03284169931690906,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,062,Mississauga—Erin Mills,Mississauga—Erin Mills,MONICA KEFENTSE,MISSISSAUGA,2022-Jun-02,Sheref Sabawy,CHARLES WROBLEWSKI,NBO,978,0.02626561031287766,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,082,Oxford,Oxford,ELIZABETH MARTIN,WOODSTOCK,2022-Jun-02,Ernie Hardeman,LINDSAY WILSON,NDP,9504,0.21443559486473680,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,026,Elgin—Middlesex—London,Elgin—Middlesex—London,CARRIE WOOLLEY,ST. THOMAS,2022-Jun-02,Jeff Yurek,MALICHI MALÉ,CNS,197,0.00449864127332100,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,030,Etobicoke North,Etobicoke-Nord,CHRIS RYBAK,TORONTO,2022-Jun-02,Doug Ford,DOUG FORD,PCP,13934,0.55507309883280882,8050,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,051,Lanark—Frontenac—Kingston,Lanark—Frontenac—Kingston,CHERYL BIRD,SMITHS FALLS,2022-Jun-02,Randy Hillier,MARLENE SPRUYT,GPO,2982,0.06748896684395156,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,078,Ottawa Centre,Ottawa-Centre,DAVID ALLSTON,OTTAWA,2022-Jun-02,Joel Harden,KATIE GIBBS,LIB,12596,0.22581165629873971,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,037,Hamilton East—Stoney Creek,Hamilton-Est—Stoney Creek,CATHERINE COUSINS,HAMILTON,2022-Jun-02,Paul Miller,NEIL LUMSDEN,PCP,12166,0.34595916510265597,2552,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,090,St. Catharines,St. Catharines,JOSEPH HENRIQUES,ST. CATHARINES,2022-Jun-02,Jennie Stevens,J. JUSTIN O'DONNELL,OAL,31,0.00071865727002967,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,122,York South—Weston,York-Sud—Weston,JEROME SCHRIER,TORONTO,2022-Jun-02,Faisal Hassan,TOM HIPSZ,NBO,345,0.01133675078864353,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,097,Scarborough—Rouge Park,Scarborough—Rouge Park,MICHAEL PINTO,TORONTO,2022-Jun-02,Vijay Thanigasalam,MATTHEW OLIVER,FRE,139,0.00393633892161304,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,098,Scarborough Southwest,Scarborough-Sud-Ouest,EDDY GASPAROTTO,TORONTO,2022-Jun-02,Doly Begum,BARBARA EVERATT,ONP,320,0.00905848383626790,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,016,Cambridge,Cambridge,LINDA LACHANCE,CAMBRIDGE,2022-Jun-02,Belinda Karahalios,SUREKHA SHENOY,LIB,8155,0.20697444227303875,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,040,Hastings—Lennox and Addington,Hastings—Lennox and Addington,CAROL MALESKA,GREATER NAPANEE,2022-Jun-02,Daryl Kramp,RIC BRESEE,PCP,18156,0.47548711502199874,10898,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,111,Toronto—St. Paul's,Toronto—St. Paul's,SCOTT SIMA,TORONTO,2022-Jun-02,Jill Andrew,JILL ANDREW,NDP,15292,0.36255008416510585,1092,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,113,Vaughan—Woodbridge,Vaughan—Woodbridge,MAYA KRYMCHAKOVA,VAUGHAN,2022-Jun-02,Michael Tibollo,LUCA MELE,NBO,802,0.02230379887646698,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,007,Beaches—East York,Beaches—East York,JEFF PAULIN,TORONTO,2022-Jun-02,Rima Berns-McGown,JOE RING,NAP,111,0.00273076166109033,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,081,Ottawa West—Nepean,Ottawa-Ouest—Nepean,PATRICIA DIMILLO,OTTAWA,2022-Jun-02,Jeremy Roberts,STEVEN WARREN,GPO,1475,0.03527526665710049,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,081,Ottawa West—Nepean,Ottawa-Ouest—Nepean,PATRICIA DIMILLO,OTTAWA,2022-Jun-02,Jeremy Roberts,VILTEAU DELVAS,ONP,649,0.01552111732912421,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,084,Parry Sound—Muskoka,Parry Sound—Muskoka,KIM BORDELEAU,HUNTSVILLE,2022-Jun-02,Norm Miller,ERIN HORVATH,NDP,3427,0.07691099241438125,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,094,Scarborough Centre,Scarborough-Centre,GERALD HENDERSON,TORONTO,2022-Jun-02,Christina Mitas,KOSTADINOS STEFANIS,IND,196,0.00615017728827387,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,068,Niagara Centre,Niagara-Centre,TONY VERRELLI,WELLAND,2022-Jun-02,Jeff Burch,GARY DUMELIE,NBO,1148,0.02785866821976315,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,050,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,KIM LEE,CHATHAM-KENT,2022-Jun-02,Monte McNaughton,AARON ISTVAN VEGH,ONP,727,0.01714663081676454,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,059,Milton,Milton,MARIELENA LAFEE PEREZ,MILTON,2022-Jun-02,Parm Gill,JOHN SPINA,NBO,1579,0.04056310529966347,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,120,York Centre,York-Centre,SUZY LAREDO,TORONTO,2022-Jun-02,Roman Baber,SHELLEY BROWN,LIB,8984,0.31939704209328782,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,020,Don Valley East,Don Valley-Est,SEAN GRANEY,TORONTO,2022-Jun-02,Michael Coteau,SVETLOZAR ALEKSIEV,MOD,85,0.00302749679441515,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,025,Eglinton—Lawrence,Eglinton—Lawrence,CRAIG SPARLING,TORONTO,2022-Jun-02,Robin Martin,NATASHA DOYLE-MERRICK,NDP,3801,0.09682103010851291,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,094,Scarborough Centre,Scarborough-Centre,GERALD HENDERSON,TORONTO,2022-Jun-02,Christina Mitas,SERGE KOROVITSYN,LTN,392,0.01230035457654774,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,061,Mississauga East—Cooksville,Mississauga-Est—Cooksville,,MISSISSAUGA,2022-Jun-02,Kaleed Rasheed,JAMES HEA,GPO,1345,0.03975996216152299,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,070,Niagara West,Niagara-Ouest,ROBERT CIARLO,WEST LINCOLN,2022-Jun-02,Sam Oosterhoff,DAN DALE,ONP,2207,0.05280409608574983,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,019,Davenport,Davenport,ROCCO D'AMICO,TORONTO,2022-Jun-02,Marit Stiles,JACK COPPLE,COM,326,0.00919008823612324,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,028,Etobicoke Centre,Etobicoke-Centre,MARTIN RILEY,TORONTO,2022-Jun-02,Kinga Surma,KINGA SURMA,PCP,22035,0.48587682741284646,6592,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,080,Ottawa—Vanier,Ottawa—Vanier,RACHEL CRETE,OTTAWA,2022-Jun-02,Lucille Collard,MICHAEL PASTIEN,NBO,400,0.01034313345227936,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,088,Renfrew—Nipissing—Pembroke,Renfrew—Nipissing—Pembroke,LEWIS MACDONALD,PEMBROKE,2022-Jun-02,John Yakabuski,OLIVER A. JACOB,LIB,3928,0.09774061909027570,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,008,Brampton Centre,Brampton-Centre,MALCOLM CHING,BRAMPTON,2022-Jun-02,Sara Singh,SAFDAR HUSSAIN,LIB,6119,0.25013285369742059,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,060,Mississauga Centre,Mississauga-Centre,SHALINI ALLELUIA,MISSISSAUGA,2022-Jun-02,Natalia Kusendova,GREG VEZINA,NAP,288,0.00853131109662894,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,121,York—Simcoe,York—Simcoe,NINA WILLCOCKS,EAST GWILLIMBURY,2022-Jun-02,Caroline Mulroney,FRANCO COLAVECCHIA,MOD,153,0.00417713224855301,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,007,Beaches—East York,Beaches—East York,JEFF PAULIN,TORONTO,2022-Jun-02,Rima Berns-McGown,DREW GARVIE,COM,120,0.00295217476874630,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,055,London West,London-Ouest,KAREN MAZEREEUW,LONDON,2022-Jun-02,Peggy Sattler,JACQUES Y BOUDREAU,LTN,434,0.00870053325849003,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,115,Wellington—Halton Hills,Wellington—Halton Hills,YOLANDA FELLOWS,HALTON HILLS,2022-Jun-02,Ted Arnott,RON PATAVA,CNS,250,0.00505121936435455,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,085,Perth—Wellington,Perth—Wellington,TIM DOHERTY,STRATFORD,2022-Jun-02,Randy Pettapiece,BOB HOSKEN,NBO,2457,0.05906675962208813,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,029,Etobicoke—Lakeshore,Etobicoke—Lakeshore,WENDY GIBBS,TORONTO,2022-Jun-02,Christine Hogarth,LEE FAIRCLOUGH,LIB,17136,0.35725305424675812,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,100,Simcoe North,Simcoe-Nord,GRACE ISGRO-TOPPING,ORILLIA,2022-Jun-02,Jill Dunlop,MARK DOURIS,NBO,1438,0.03108181130444180,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,114,Waterloo,Waterloo,DIANE ALMEIDA,WATERLOO,2022-Jun-02,Catherine Fife,VLADIMIR VOZNYUK,NBO,1178,0.02622323137883442,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,036,Hamilton Centre,Hamilton-Centre,RYAN LEVERTON,HAMILTON,2022-Jun-02,Andrea Horwath,NATHALIE XIAN YI YAN,IND,145,0.00497478299653480,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,015,Burlington,Burlington,MARY-ELLEN HEIMAN,BURLINGTON,2022-Jun-02,Jane McKenna,ANDREW DRUMMOND,NDP,9262,0.17635186595582635,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,024,Durham,Durham,RALPH WERRY,CLARINGTON,2022-Jun-02,Lindsey Park,TODD MCCARTHY,PCP,22614,0.45851581508515815,10338,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,039,Hamilton West—Ancaster—Dundas,Hamilton-Ouest—Ancaster—Dundas,WARREN ODA,HAMILTON,2022-Jun-02,Sandy Shaw,SHUBHA SANDILL,LIB,8184,0.18179798742697203,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,110,Toronto—Danforth,Toronto—Danforth,DIANE STEVENSON,TORONTO,2022-Jun-02,Peter Tabuns,MARCELO LEVY,GPO,2513,0.06081211886555028,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,108,Timmins,Timmins,ANNE MARIE VAILLANCOURT,TIMMINS,2022-Jun-02,Gilles Bisson,ELIZABETH LOCKHARD,GPO,323,0.02237306919720163,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,013,Brantford—Brant,Brantford—Brant,MICHAEL WYATT,BRANTFORD,2022-Jun-02,Will Bouma,LESLIE BORY,CCP,490,0.01043596788277639,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,020,Don Valley East,Don Valley-Est,SEAN GRANEY,TORONTO,2022-Jun-02,Michael Coteau,DENYSE TWAGIRAMARIYA,NBO,323,0.01150448781877760,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,089,Richmond Hill,Richmond Hill,RENU DUGGAL,RICHMOND HILL,2022-Jun-02,Daisy Wai,RAMTIN BIOUCKZADEH,ONP,519,0.01685283803091310,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,123,Kiiwetinoong,Kiiwetinoong,KAREN CARROLL,SIOUX LOOKOUT,2022-Jun-02,Sol Mamakwa,ALEX DORNN,NBO,156,0.03275246693260550,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,124,Mushkegowuk—James Bay,Mushkegowuk—Baie James,ANDRE GUERTIN,KAPUSKASING,2022-Jun-02,Guy Bourgouin,MATTHEW PRONOVOST,LIB,852,0.11743625086147484,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,094,Scarborough Centre,Scarborough-Centre,GERALD HENDERSON,TORONTO,2022-Jun-02,Christina Mitas,RAPHAEL ROSCH,ONP,297,0.00931940129906805,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,104,Thornhill,Thornhill,ANDREA PRONMAN,VAUGHAN,2022-Jun-02,Gila Martow,ROMAN PESIS,FPJ,84,0.00243323098314118,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,011,Brampton South,Brampton-Sud,JANICE BARBER,BRAMPTON,2022-Jun-02,Prabmeet Singh Sarkaria,MEHDI PAKZAD,NAP,188,0.00657296692538983,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,080,Ottawa—Vanier,Ottawa—Vanier,RACHEL CRETE,OTTAWA,2022-Jun-02,Lucille Collard,LYRA EVANS,NDP,10026,0.25925063998138235,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,052,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,BARBARA MILLS,BROCKVILLE,2022-Jun-02,Steve Clark,MARK SNOW,LTN,202,0.00472580947033501,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,006,Bay of Quinte,Baie de Quinte,CHRISTINE MCIVOR,BELLEVILLE,2022-Jun-02,Todd Smith,ROB COLLINS,NBO,1128,0.02601116081723008,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,016,Cambridge,Cambridge,LINDA LACHANCE,CAMBRIDGE,2022-Jun-02,Belinda Karahalios,BELINDA KARAHALIOS,NBO,4374,0.11101241085251643,0,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,119,Windsor West,Windsor-Ouest,APRIL KUZNIAK-ADAMS,WINDSOR,2022-Jun-02,Lisa Gretzky,KRYSTA GLOVASKY-RIDSDALE,GPO,879,0.02768329554043839,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,050,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,KIM LEE,CHATHAM-KENT,2022-Jun-02,Monte McNaughton,VANESSA BENOIT,NDP,7987,0.18837708436519729,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,033,Guelph,Guelph,SUSAN DICKERT,GUELPH,2022-Jun-02,Mike Schreiner,JUANITA BURNETT,COM,251,0.00459387239650060,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,007,Beaches—East York,Beaches—East York,JEFF PAULIN,TORONTO,2022-Jun-02,Rima Berns-McGown,BAHMAN YAZDANFAR,CCP,78,0.00191891359968510,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,116,Whitby,Whitby,ROXANNE TOMMASULO,WHITBY,2022-Jun-02,Lorne Coe,AADIL MOHAMMED,LIB,9556,0.20727051882699982,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,002,Algoma—Manitoulin,Algoma—Manitoulin,PAULINE CLARK,HURON SHORES,2022-Jun-02,Michael Mantha,CHERYL FORT,PCP,8692,0.35478999142822156,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,004,Barrie—Innisfil,Barrie—Innisfil,DENNIS CHRONOPOULOS,BARRIE,2022-Jun-02,Andrea Khanjin,ASHLYN STEELE,NBO,1220,0.03363475959417732,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,053,London—Fanshawe,London—Fanshawe,MARGARET HOWARD,LONDON,2022-Jun-02,Teresa J. Armstrong,ADRIANA A. MEDINA,NBO,1072,0.03129013426736719,0,0
